4.60, 0.00, 7.15
4.55, 0.00, 6.90
4.55, 0.00, 6.90
4.49, 0.00, 7.09
4.49, 0.00, 7.47
4.49, 0.00, 7.99
4.49, 0.00, 8.80
4.55, 0.00, 10.00
4.55, 0.00, 11.34
4.55, 0.00, 12.84
4.55, 0.00, 14.18
4.55, 0.00, 15.59
4.55, 4.01, 16.70
4.60, 0.00, 17.75
4.60, 0.00, 18.83
4.60, 4.01, 19.86
4.60, 4.01, 20.59
4.60, 4.01, 21.13
4.66, 4.06, 21.35
4.66, 4.01, 20.70
4.66, 4.06, 19.55
4.66, 4.06, 17.94
4.66, 4.01, 16.70
4.60, 4.01, 15.41
4.60, 4.01, 14.35
4.55, 0.00, 13.34
4.55, 0.00, 12.52
4.55, 0.00, 11.73
4.55, 0.00, 10.96
4.55, 0.00, 10.44
4.55, 0.00, 9.78
4.49, 0.00, 9.28
4.49, 0.00, 8.87
4.49, 0.00, 8.46
4.49, 0.00, 8.06
4.44, 0.00, 7.73
4.44, 0.00, 7.47
4.44, 0.00, 7.28
4.44, 0.00, 7.34
4.44, 0.00, 7.60
4.38, 0.00, 8.06
4.44, 0.00, 8.66
4.44, 0.00, 9.50
4.44, 0.00, 10.66
4.44, 0.00, 12.04
4.49, 0.00, 13.67
4.44, 0.00, 15.32
4.55, 0.00, 16.70
4.55, 0.00, 17.84
4.49, 0.00, 18.83
4.55, 0.00, 19.86
4.55, 0.00, 20.91
4.49, 0.00, 21.78
4.55, 0.00, 22.68
4.60, 0.00, 22.90
4.60, 0.00, 22.23
4.60, 4.01, 20.70
4.60, 0.00, 19.14
4.55, 0.00, 17.55
4.60, 0.00, 16.23
4.60, 0.00, 15.05
4.55, 0.00, 14.01
4.55, 0.00, 13.01
4.49, 0.00, 12.20
4.49, 0.00, 11.42
4.49, 0.00, 10.81
4.55, 0.00, 10.22
4.49, 0.00, 9.64
4.49, 0.00, 9.14
4.49, 0.00, 8.73
4.44, 0.00, 8.32
4.49, 0.00, 7.99
4.55, 0.00, 7.73
4.49, 0.00, 7.53
4.44, 0.00, 7.73
4.44, 0.00, 8.06
4.38, 0.00, 8.73
4.44, 0.00, 9.64
4.49, 0.00, 10.81
4.49, 0.00, 12.12
4.49, 0.00, 13.59
4.44, 0.00, 14.97
4.55, 0.00, 16.32
4.55, 0.00, 17.36
4.60, 4.06, 18.14
4.66, 4.11, 18.73
4.66, 4.06, 19.24
4.71, 4.17, 19.65
4.77, 4.17, 19.86
4.82, 4.22, 18.04
4.88, 4.33, 16.51
4.82, 4.33, 15.68
4.88, 4.33, 16.14
4.88, 4.33, 15.86
4.82, 4.38, 15.05
4.88, 4.38, 14.10
4.82, 4.33, 13.17
4.88, 4.33, 12.28
4.82, 4.27, 11.49
4.77, 4.22, 10.88
4.77, 4.17, 10.29
4.71, 4.17, 9.71
4.66, 4.11, 9.28
4.71, 4.11, 8.87
4.66, 4.11, 8.39
4.60, 4.06, 8.06
4.60, 4.06, 7.73
4.60, 4.01, 7.47
4.60, 4.06, 7.15
4.55, 0.00, 6.90
4.55, 0.00, 6.77
4.55, 0.00, 6.77
4.55, 0.00, 7.21
4.49, 0.00, 7.99
4.49, 0.00, 9.14
4.49, 0.00, 10.51
4.49, 0.00, 12.04
4.55, 0.00, 13.76
4.60, 0.00, 15.14
4.49, 0.00, 16.70
4.55, 4.01, 18.04
4.60, 0.00, 19.14
4.60, 4.01, 20.07
4.60, 4.01, 20.91
4.60, 4.01, 21.56
4.66, 4.06, 22.00
4.71, 4.06, 22.23
4.77, 4.22, 21.56
4.88, 4.22, 21.02
4.94, 4.38, 20.59
4.99, 4.44, 19.65
5.11, 4.55, 18.34
5.28, 4.60, 16.98
5.22, 4.55, 15.68
5.16, 4.44, 14.61
5.05, 4.44, 13.67
5.05, 4.38, 12.76
4.99, 4.33, 11.88
4.99, 4.27, 11.19
4.94, 4.22, 10.51
4.88, 4.22, 10.00
4.82, 4.22, 9.50
4.88, 4.17, 9.00
4.82, 4.11, 8.59
4.77, 4.06, 8.19
4.71, 4.06, 7.79
4.71, 4.06, 7.53
4.66, 4.06, 7.34
4.66, 4.01, 7.28
4.60, 4.01, 7.86
4.66, 4.01, 7.66
4.60, 0.00, 8.53
4.66, 4.01, 9.78
4.60, 4.01, 11.26
4.60, 4.01, 12.84
4.66, 0.00, 14.35
4.60, 4.01, 15.86
4.66, 4.06, 17.07
4.66, 4.06, 18.04
4.66, 4.11, 18.83
4.77, 4.17, 19.34
4.77, 4.27, 19.75
4.82, 4.38, 19.86
4.94, 4.49, 19.86
5.05, 4.60, 19.65
5.16, 4.77, 18.94
5.39, 4.94, 17.26
5.57, 5.11, 16.42
5.74, 5.22, 15.50
5.86, 5.22, 14.44
5.92, 5.22, 13.50
5.80, 5.11, 12.60
5.68, 4.99, 11.73
5.57, 4.88, 11.11
5.45, 4.77, 10.51
5.39, 4.71, 9.92
5.34, 4.66, 9.50
5.22, 4.49, 9.07
5.16, 4.44, 8.59
5.11, 4.44, 8.26
5.05, 4.44, 7.92
4.99, 4.33, 7.60
4.94, 4.27, 7.34
4.88, 4.22, 7.09
4.88, 4.22, 6.83
4.82, 4.17, 6.59
4.82, 4.11, 6.40
4.71, 4.11, 6.28
4.77, 4.06, 6.10
4.71, 4.06, 6.04
4.66, 4.06, 6.22
4.71, 4.01, 6.71
4.66, 4.01, 7.66
4.60, 4.01, 8.87
4.60, 0.00, 10.44
4.60, 4.01, 11.96
4.60, 4.01, 13.59
4.60, 4.01, 15.05
4.60, 4.01, 16.51
4.60, 4.06, 17.94
4.66, 4.01, 19.24
4.66, 4.06, 20.28
4.71, 4.06, 21.24
4.71, 4.06, 22.12
4.71, 4.11, 22.79
4.77, 4.17, 23.36
4.77, 4.22, 23.71
4.88, 4.27, 23.82
4.94, 4.27, 23.47
5.16, 4.38, 22.68
5.22, 4.44, 21.56
5.39, 4.49, 20.17
5.63, 4.49, 18.63
5.68, 4.49, 17.17
5.51, 4.44, 15.95
5.45, 4.33, 14.88
5.39, 4.33, 13.84
5.34, 4.27, 12.92
5.22, 4.22, 12.20
5.16, 4.17, 11.49
5.11, 4.17, 10.88
5.05, 4.11, 10.29
4.99, 4.11, 9.71
4.99, 4.01, 9.28
4.88, 4.06, 8.80
4.88, 4.01, 8.46
4.82, 0.00, 8.12
4.77, 0.00, 7.79
4.77, 0.00, 7.53
4.71, 0.00, 7.28
4.71, 0.00, 7.40
4.66, 0.00, 7.86
4.66, 0.00, 8.66
4.60, 0.00, 9.57
4.66, 0.00, 10.73
4.60, 0.00, 12.12
4.60, 0.00, 13.59
4.60, 0.00, 14.88
4.60, 0.00, 16.32
4.60, 0.00, 17.65
4.66, 0.00, 18.73
4.60, 0.00, 19.75
4.66, 0.00, 20.38
4.66, 0.00, 20.91
4.77, 4.06, 19.86
4.88, 4.06, 18.24
4.94, 4.17, 16.70
4.99, 4.22, 15.59
5.05, 4.27, 16.05
5.11, 4.27, 15.95
5.05, 4.33, 15.41
5.11, 4.33, 14.35
5.11, 4.27, 13.50
4.99, 4.27, 12.60
4.99, 4.22, 11.88
4.88, 4.17, 11.11
4.82, 4.17, 10.51
4.82, 4.11, 10.00
4.77, 4.06, 9.50
4.77, 4.06, 9.14
4.71, 4.01, 8.73
4.66, 4.01, 8.32
4.71, 0.00, 7.99
4.66, 0.00, 7.73
4.66, 0.00, 7.40
4.66, 0.00, 7.21
4.60, 0.00, 6.90
4.60, 0.00, 6.71
4.60, 0.00, 6.59
4.60, 0.00, 6.52
4.55, 0.00, 6.77
4.55, 0.00, 7.15
4.55, 0.00, 7.79
4.55, 0.00, 8.94
4.55, 0.00, 10.36
4.55, 0.00, 12.12
4.55, 0.00, 13.93
4.49, 0.00, 15.68
4.55, 0.00, 17.46
4.55, 4.01, 18.83
4.55, 0.00, 19.96
4.55, 0.00, 20.81
4.60, 4.01, 21.89
4.66, 4.01, 22.68
4.66, 4.01, 23.24
4.71, 4.11, 23.71
4.77, 4.17, 21.78
4.82, 4.22, 19.75
4.94, 4.33, 19.24
4.99, 4.44, 18.83
5.11, 4.55, 18.14
5.22, 4.60, 16.98
5.28, 4.60, 15.68
5.28, 4.55, 14.53
5.22, 4.49, 13.67
5.16, 4.38, 12.76
5.11, 4.38, 11.96
4.99, 4.33, 11.26
5.05, 4.27, 10.66
4.99, 4.27, 10.07
4.94, 4.17, 9.50
4.88, 4.17, 9.07
4.82, 4.06, 8.66
4.77, 4.11, 8.32
4.82, 4.11, 7.92
4.77, 4.11, 7.66
4.77, 4.06, 7.34
4.66, 4.06, 7.09
4.66, 4.01, 6.96
4.66, 4.01, 6.90
4.66, 0.00, 7.34
4.60, 4.01, 7.99
4.66, 0.00, 9.00
4.66, 4.01, 10.22
4.60, 4.01, 11.65
4.66, 4.06, 13.09
4.66, 4.06, 14.44
4.71, 4.17, 15.59
4.77, 4.11, 16.70
4.82, 4.22, 17.36
4.82, 4.22, 17.94
4.88, 4.27, 18.43
4.94, 4.38, 16.88
4.99, 4.44, 15.50
5.05, 4.55, 14.27
5.11, 4.66, 13.09
5.22, 4.77, 12.92
5.34, 4.88, 13.17
5.51, 5.05, 13.01
5.63, 5.16, 12.60
5.74, 5.28, 11.88
5.86, 5.28, 11.19
5.74, 5.16, 10.66
5.68, 5.05, 10.00
5.57, 4.99, 9.50
5.45, 4.88, 9.07
5.34, 4.82, 8.66
5.34, 4.71, 8.19
5.22, 4.66, 7.86
5.22, 4.60, 7.60
5.05, 4.55, 7.28
5.11, 4.49, 7.09
5.05, 4.44, 6.83
4.99, 4.38, 6.59
4.94, 4.33, 6.46
4.88, 4.27, 6.22
4.94, 4.27, 6.16
4.88, 4.22, 6.28
4.77, 4.22, 6.77
4.77, 4.22, 7.60
4.77, 4.17, 8.59
4.71, 4.17, 9.85
4.71, 4.17, 11.26
4.71, 4.17, 12.68
4.71, 4.11, 14.18
4.77, 4.11, 15.68
4.77, 4.22, 17.07
4.82, 4.22, 18.04
4.82, 4.33, 18.63
4.99, 4.44, 18.83
5.05, 4.55, 18.94
5.16, 4.60, 18.73
5.34, 4.77, 18.53
5.57, 4.94, 18.24
5.80, 5.11, 16.79
6.10, 5.28, 15.41
6.34, 5.57, 14.44
6.59, 5.74, 14.10
6.77, 5.80, 13.76
6.90, 5.86, 13.25
6.96, 5.80, 12.52
6.83, 5.68, 11.73
6.71, 5.51, 11.11
6.46, 5.39, 10.44
6.28, 5.22, 9.92
6.10, 5.11, 9.50
6.04, 5.05, 8.94
5.86, 4.88, 8.59
5.74, 4.82, 8.26
5.63, 4.77, 7.92
5.57, 4.66, 7.60
5.39, 4.60, 7.34
5.34, 4.55, 7.09
5.22, 4.49, 6.83
5.16, 4.44, 6.65
5.16, 4.38, 6.46
5.05, 4.27, 6.28
4.99, 4.22, 6.10
4.94, 4.17, 5.98
4.88, 4.17, 5.80
4.88, 4.17, 5.74
4.82, 4.17, 5.74
4.77, 4.11, 5.92
4.71, 4.11, 6.40
4.71, 4.06, 7.28
4.71, 4.06, 8.19
4.71, 4.06, 9.50
4.71, 4.06, 10.88
4.77, 4.11, 12.36
4.77, 4.11, 13.76
4.82, 4.17, 15.05
4.88, 4.22, 16.23
4.94, 4.22, 17.26
4.99, 4.27, 18.24
5.05, 4.33, 18.94
5.11, 4.38, 19.44
5.22, 4.44, 19.96
5.28, 4.49, 20.49
5.34, 4.55, 20.91
5.45, 4.55, 20.91
5.63, 4.66, 20.70
5.74, 4.66, 20.07
5.92, 4.71, 19.04
5.92, 4.71, 17.94
5.98, 4.66, 16.60
5.86, 4.60, 15.50
5.74, 4.49, 14.35
5.63, 4.49, 13.50
5.51, 4.38, 12.76
5.45, 4.38, 11.80
5.34, 4.27, 11.26
5.28, 4.22, 10.58
5.22, 4.22, 10.14
5.16, 4.17, 9.64
5.05, 4.17, 9.14
4.99, 4.11, 8.80
4.99, 4.06, 8.39
4.88, 4.06, 8.06
4.82, 4.01, 7.73
4.82, 4.01, 7.53
4.77, 4.01, 7.40
4.77, 0.00, 7.53
4.71, 0.00, 7.99
4.66, 0.00, 8.66
4.66, 0.00, 9.85
4.71, 0.00, 11.19
4.66, 0.00, 12.76
4.66, 0.00, 14.35
4.66, 4.01, 15.86
4.71, 0.00, 17.26
4.66, 4.01, 18.63
4.66, 0.00, 19.65
4.66, 4.01, 20.59
4.71, 4.01, 21.35
4.77, 4.06, 21.89
4.82, 4.11, 22.34
4.94, 4.22, 22.34
4.99, 4.27, 22.23
5.16, 4.33, 21.78
5.16, 4.44, 20.81
5.34, 4.49, 19.65
5.39, 4.55, 18.04
5.51, 4.55, 16.79
5.57, 4.49, 15.59
5.45, 4.44, 14.44
5.34, 4.38, 13.50
5.28, 4.33, 12.68
5.22, 4.27, 11.88
5.11, 4.22, 11.26
5.11, 4.17, 10.58
4.99, 4.11, 10.07
4.99, 4.17, 9.64
4.88, 4.11, 9.14
4.88, 4.11, 8.73
4.82, 4.06, 8.39
4.77, 4.06, 8.06
4.77, 4.01, 7.79
4.77, 4.01, 7.66
4.66, 4.01, 7.73
4.71, 0.00, 8.06
4.66, 0.00, 8.66
4.66, 0.00, 9.42
4.77, 4.01, 10.22
4.82, 4.06, 11.19
4.94, 4.17, 12.04
5.11, 4.33, 12.68
5.34, 4.49, 13.17
5.63, 4.66, 13.25
5.98, 4.82, 12.44
6.34, 4.99, 11.57
6.77, 5.22, 10.81
7.15, 5.45, 10.07
7.66, 5.63, 9.85
8.19, 5.80, 9.85
8.53, 5.98, 9.85
8.87, 6.16, 9.71
9.14, 6.16, 9.50
9.28, 6.16, 9.07
9.28, 6.10, 8.73
8.94, 5.92, 8.39
8.59, 5.74, 7.99
8.26, 5.57, 7.73
7.86, 5.39, 7.53
7.60, 5.28, 7.28
7.34, 5.16, 7.02
7.02, 5.11, 6.77
6.77, 4.94, 6.59
6.59, 4.82, 6.40
6.40, 4.71, 6.28
6.22, 4.66, 6.10
6.10, 4.55, 5.98
5.98, 4.49, 5.86
5.80, 4.44, 5.74
5.74, 4.38, 5.63
5.57, 4.33, 5.63
5.51, 4.27, 5.80
5.45, 4.22, 6.22
5.34, 4.17, 6.77
5.28, 4.22, 7.47
5.16, 4.17, 8.32
5.16, 4.17, 9.50
5.05, 4.17, 11.19
4.99, 4.11, 13.17
4.99, 4.17, 15.14
4.94, 4.17, 16.98
4.99, 4.11, 18.43
4.94, 4.11, 19.65
4.94, 4.11, 20.59
4.94, 4.11, 21.45
4.88, 4.17, 22.45
4.88, 4.17, 23.24
4.94, 4.17, 23.94
4.94, 4.17, 24.53
4.94, 4.22, 24.77
4.99, 4.22, 24.41
4.99, 4.22, 23.24
4.99, 4.27, 21.45
4.94, 4.22, 19.65
4.94, 4.17, 18.14
4.88, 4.11, 16.79
4.82, 4.11, 15.59
4.82, 4.11, 14.35
4.77, 4.01, 13.50
4.71, 4.01, 12.68
4.66, 4.01, 11.88
4.66, 4.01, 11.19
4.66, 0.00, 10.58
4.66, 0.00, 10.07
4.60, 4.01, 9.57
4.55, 0.00, 9.14
4.55, 0.00, 8.66
4.55, 0.00, 8.32
4.55, 0.00, 7.99
4.55, 0.00, 7.92
4.49, 0.00, 7.92
4.49, 0.00, 8.32
4.55, 0.00, 8.94
4.49, 0.00, 9.78
4.49, 0.00, 10.81
4.55, 0.00, 12.04
4.60, 0.00, 13.42
4.66, 4.06, 14.44
4.71, 4.11, 15.59
4.82, 4.11, 16.42
4.94, 4.22, 17.07
4.99, 4.33, 17.55
5.16, 4.38, 18.04
5.22, 4.44, 18.34
5.28, 4.55, 18.63
5.39, 4.55, 18.94
5.51, 4.66, 19.24
5.57, 4.66, 19.55
5.68, 4.71, 19.86
5.74, 4.77, 19.75
5.74, 4.82, 19.34
5.80, 4.82, 18.43
5.80, 4.82, 17.17
5.74, 4.71, 15.95
5.68, 4.66, 14.79
5.57, 4.66, 13.93
5.51, 4.55, 12.92
5.39, 4.49, 12.20
5.34, 4.44, 11.49
5.28, 4.38, 10.81
5.16, 4.38, 10.29
5.11, 4.33, 9.78
5.11, 4.22, 9.28
5.05, 4.22, 8.87
4.94, 4.17, 8.46
4.88, 4.11, 8.12
4.88, 4.06, 7.79
4.88, 4.06, 7.47
4.82, 4.11, 7.28
4.82, 4.06, 6.96
4.71, 4.01, 6.96
4.71, 4.01, 7.28
4.71, 4.01, 7.99
4.66, 0.00, 8.66
4.71, 0.00, 9.64
4.71, 4.01, 10.81
4.77, 4.01, 12.04
4.77, 4.06, 13.34
4.82, 4.11, 14.53
4.99, 4.11, 15.41
5.11, 4.22, 16.14
5.16, 4.27, 16.70
5.28, 4.33, 17.17
5.39, 4.38, 17.75
5.45, 4.44, 18.24
5.51, 4.49, 18.83
5.57, 4.49, 19.55
5.51, 4.55, 20.17
5.51, 4.49, 20.81
5.45, 4.49, 20.91
5.39, 4.49, 20.17
5.28, 4.44, 18.73
5.22, 4.38, 17.36
5.11, 4.33, 15.95
5.11, 4.27, 14.88
5.05, 4.27, 13.84
5.05, 4.22, 13.09
4.94, 4.17, 12.20
4.94, 4.11, 11.49
4.94, 4.11, 10.88
4.82, 4.06, 10.22
4.82, 4.01, 9.71
4.77, 4.01, 9.28
4.77, 4.01, 8.87
4.71, 4.01, 8.46
4.71, 0.00, 8.06
4.71, 0.00, 7.79
4.66, 0.00, 7.47
4.66, 0.00, 7.28
4.66, 0.00, 6.90
4.60, 0.00, 6.71
4.60, 0.00, 6.71
4.60, 0.00, 6.90
4.60, 0.00, 7.28
4.60, 0.00, 7.92
4.60, 0.00, 8.87
4.60, 0.00, 10.00
4.60, 0.00, 11.42
4.71, 4.01, 12.84
4.77, 4.06, 14.18
4.82, 4.11, 15.05
4.88, 4.22, 15.86
4.94, 4.22, 16.60
5.05, 4.27, 17.26
5.11, 4.33, 17.75
5.16, 4.44, 18.34
5.22, 4.44, 18.73
5.34, 4.55, 19.04
5.39, 4.66, 19.24
5.57, 4.71, 19.34
5.63, 4.77, 19.14
5.68, 4.88, 17.46
5.80, 4.82, 16.88
5.80, 4.88, 16.42
5.74, 4.88, 15.59
5.74, 4.88, 14.53
5.63, 4.82, 13.50
5.57, 4.82, 12.68
5.45, 4.71, 11.88
5.34, 4.66, 11.19
5.28, 4.55, 10.58
5.22, 4.55, 10.00
5.16, 4.38, 9.57
5.05, 4.38, 9.14
4.99, 4.33, 8.66
4.94, 4.33, 8.26
4.94, 4.27, 7.92
4.82, 4.22, 7.66
4.82, 4.17, 7.34
4.77, 4.17, 7.09
4.77, 4.11, 6.90
4.71, 4.11, 6.65
4.71, 4.06, 6.65
4.66, 4.06, 6.77
4.71, 4.01, 7.15
4.66, 4.01, 7.73
4.60, 4.01, 8.46
4.60, 0.00, 9.50
4.66, 4.01, 10.66
4.66, 4.01, 11.88
4.71, 4.06, 13.17
4.71, 4.06, 14.44
4.77, 4.11, 15.50
4.88, 4.17, 16.60
4.94, 4.17, 17.36
4.99, 4.22, 18.04
5.16, 4.27, 18.53
5.22, 4.33, 18.83
5.39, 4.33, 19.04
5.45, 4.44, 19.24
5.63, 4.49, 19.24
5.74, 4.55, 19.04
5.86, 4.60, 18.94
5.92, 4.66, 18.34
5.98, 4.71, 17.46
5.92, 4.71, 16.23
5.92, 4.66, 15.05
5.74, 4.60, 14.01
5.63, 4.60, 13.17
5.57, 4.44, 12.28
5.45, 4.44, 11.57
5.34, 4.33, 10.88
5.22, 4.33, 10.36
5.16, 4.27, 9.85
5.16, 4.22, 9.35
5.11, 4.17, 8.94
4.99, 4.11, 8.53
4.94, 4.11, 8.19
4.94, 4.06, 7.86
4.88, 4.06, 7.60
4.82, 4.06, 7.34
4.82, 4.01, 7.09
4.82, 4.01, 7.09
4.77, 0.00, 7.53
4.71, 0.00, 8.12
4.71, 0.00, 8.80
4.77, 4.01, 9.64
4.82, 4.01, 10.58
4.88, 4.06, 11.65
4.94, 4.06, 12.76
5.05, 4.11, 13.76
5.16, 4.22, 14.88
5.28, 4.22, 15.50
5.39, 4.27, 16.32
5.45, 4.38, 16.79
5.57, 4.38, 17.46
5.68, 4.38, 17.94
5.68, 4.44, 18.53
5.74, 4.44, 18.94
5.74, 4.55, 18.94
5.74, 4.55, 18.14
5.74, 4.55, 16.98
5.63, 4.49, 15.77
5.51, 4.49, 14.61
5.39, 4.44, 13.67
5.34, 4.38, 12.76
5.22, 4.33, 12.04
5.16, 4.27, 11.34
5.11, 4.27, 10.73
5.05, 4.22, 10.14
4.94, 4.17, 9.57
4.94, 4.11, 9.14
4.88, 4.17, 8.80
4.82, 4.06, 8.39
4.82, 4.06, 7.99
4.82, 4.06, 7.73
4.77, 4.01, 7.47
4.71, 0.00, 7.15
4.66, 0.00, 6.96
4.71, 0.00, 6.90
4.66, 0.00, 7.28
4.66, 0.00, 7.99
4.66, 0.00, 9.07
4.66, 0.00, 10.44
4.60, 0.00, 11.88
4.55, 0.00, 13.42
4.60, 0.00, 14.97
4.60, 0.00, 16.42
4.60, 0.00, 17.84
4.66, 4.01, 18.94
4.66, 4.01, 19.75
4.77, 4.01, 20.28
4.82, 4.11, 20.81
4.88, 4.17, 21.24
4.99, 4.22, 21.24
5.11, 4.27, 21.02
5.28, 4.33, 20.38
5.39, 4.38, 19.34
5.45, 4.38, 17.75
5.45, 4.38, 16.51
5.34, 4.38, 15.23
5.34, 4.27, 14.27
5.22, 4.27, 13.34
5.11, 4.27, 12.44
5.05, 4.17, 11.65
4.99, 4.17, 11.03
4.94, 4.11, 10.44
4.94, 4.06, 9.85
4.88, 4.06, 9.35
4.82, 4.06, 8.94
4.77, 4.01, 8.53
4.71, 4.01, 8.19
4.71, 0.00, 7.86
4.66, 0.00, 7.53
4.66, 0.00, 7.28
4.60, 0.00, 6.96
4.60, 0.00, 6.83
4.55, 0.00, 6.90
4.55, 0.00, 7.28
4.55, 0.00, 7.86
4.55, 0.00, 8.73
4.55, 0.00, 10.07
4.49, 0.00, 11.88
4.49, 0.00, 13.84
4.49, 0.00, 15.59
4.55, 0.00, 17.07
4.49, 0.00, 18.53
4.55, 0.00, 19.96
4.49, 0.00, 21.13
4.49, 0.00, 22.23
4.55, 0.00, 22.90
4.60, 0.00, 23.24
4.71, 4.06, 23.24
4.88, 4.11, 23.13
5.05, 4.27, 22.12
